school_id,school_name
488,건양대학교 상담대학원
489,건양대학교 안보대학원
490,건양대학교 일반대학원
491,경기대학교 건설 산업대학원
492,국립창원대학교 산업대학원
493,국립창원대학교 행정대학원
494,국립한국교통대학교 교육대학원
495,국립한국교통대학교 교통대학원
496,국립한국교통대학교 글로벌융합대학원
497,국립한국교통대학교 대학원
498,국립한국해양대학교 교육대학원
499,국립한국해양대학교 글로벌물류대학원
500,국립한국해양대학교 대학원
501,국립한국해양대학교 해사산업대학원
502,국립한국해양대학교 해양과학기술전문대학
503,국립한국해양대학교 해양관리기술대학원
504,국립한국해양대학교 해양금융대학원
505,국립한국해양대학교 해양금융물류대학원
506,국립한밭대학교 산업대학원
507,국립한밭대학교 소프트웨어융합대학원
508,국립목포해양대학교 대학원
509,국립목포해양대학교 해양산업대학원
510,국립부경대학교 경영대학원
511,국립부경대학교 교육대학원
512,국립부경대학교 글로벌수산대학원
513,국립부경대학교 글로벌정책대학원
514,국립부경대학교 기술경영전문대학원
515,국립부경대학교 대학원
516,국립부경대학교 산업대학원
517,국립부경대학교 세계수산대학원
518,국립순천대학교 경영행정대학원
519,국립순천대학교 교육대학원
520,국립순천대학교 사회문화예술대학원
521,국립순천대학교 산업대학원
522,국립순천대학교 일반대학원
523,국립안동대학교 교육대학원
524,국립안동대학교 일반대학원
525,국립안동대학교 한국문화산업전문대학원
526,국립안동대학교 행정경영대학원
527,국립창원대학교 경영대학원
528,국립창원대학교 교육대학원
529,국립창원대학교 대학원
530,국립창원대학교 보건대학원
531,국립창원대학교 사회복지대학원
532,국립금오공과대학교
533,국립목포대학교
534,국립목포해양대학교
535,국립부경대학교
536,국립순천대학교
537,국립창원대학교
538,국립한국교통대학교
539,국립한국해양대학교
540,국립한밭대학교
541,국민대학교
542,국제사이버대학교
543,극동대학교
544,글로벌사이버대학교
545,금강대학교
546,김천대학교
547,나사렛대학교
548,남부대학교
549,남서울대학교
550,남서울대학교(산업대)
551,단국대학교
552,단국대학교
553,대구가톨릭대학교
554,대구경북과학기술원
555,대구교육대학교
556,대구대학교
557,대구사이버대학교
558,대구예술대학교
559,대구외국어대학교
560,대구한의대학교
561,대신대학교
562,대전가톨릭대학교
563,대전대학교
564,대전신학대학교
565,대진대학교
566,덕성여자대학교
567,동국대학교
568,동국대학교(WISE)
569,동덕여자대학교
570,동명대학교
571,동서대학교
572,동신대학교
573,동아대학교
574,동양대학교
575,동의대학교
576,디지털서울문화예술대학교
577,루터대학교
578,명지대학교
579,명지대학교
580,목원대학교
581,목포가톨릭대학교
582,배재대학교
583,백석대학교
584,부산가톨릭대학교
585,부산교육대학교
586,부산대학교
587,부산디지털대학교
588,부산외국어대학교
589,부산장신대학교
590,사이버한국외국어대학교
591,삼육대학교
592,상명대학교
593,상명대학교
594,상지대학교
595,서강대학교
596,서경대학교
597,서남대학교
598,서남대학교
599,서울과학기술대학교
600,서울교육대학교
601,서울기독대학교
602,서울대학교
603,서울디지털대학교
604,서울사이버대학교
605,서울시립대학교
606,서울신학대학교
607,서울여자대학교
608,서울장신대학교
609,서울한영대학교
610,서원대학교
611,선문대학교
612,성결대학교
613,성공회대학교
614,성균관대학교
615,성신여자대학교
616,세명대학교
617,세종대학교
618,세종사이버대학교
619,세한대학교
620,송원대학교
621,수원가톨릭대학교
622,수원대학교
623,숙명여자대학교
624,순복음총회신학교
625,순천향대학교
626,숭실대학교
627,숭실사이버대학교
628,신경주대학교
629,신라대학교
630,신한대학교
631,신한대학교
632,아신대학교
633,아주대학교
634,안양대학교
635,안양대학교
636,연세대학교
637,연세대학교(미래)
638,영남대학교
639,영남신학대학교
640,영산대학교(양산)
641,영산대학교(해운대)
642,영산선학대학교
643,예수대학교
644,예원예술대학교
645,예원예술대학교
646,용인대학교
647,우석대학교
648,우송대학교
649,우송대학교(산업대)
650,울산과학기술원
651,울산대학교
652,원광대학교
653,원광디지털대학교
654,위덕대학교
655,유원대학교
656,을지대학교
657,을지대학교
658,을지대학교
659,이화여자대학교
660,인제대학교
661,인제대학교
662,인천가톨릭대학교
663,인천가톨릭대학교
664,인천대학교
665,인하대학교
666,장로회신학대학교
667,전남대학교
668,전남대학교
669,전북대학교
670,전주교육대학교
671,전주대학교
672,정석대학
673,제주국제대학교
674,제주대학교
675,조선대학교
676,중부대학교
677,중앙대학교
678,중앙대학교
679,중앙승가대학교
680,중원대학교
681,진주교육대학교
682,진주산업대학교(산업대)
683,차의과학대학교
684,창신대학교
685,청운대학교
686,청주교육대학교
687,청주대학교
688,초당대학교
689,총신대학교
690,추계예술대학교
691,춘천교육대학교
692,충남대학교
693,충북대학교
694,칼빈대학교
695,탐라대학교
696,태재대학교
697,평택대학교
698,포항공과대학교
